year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,imageUrl,imageName
1923,Chemistry,The Nobel Prize in Chemistry 1923,"""for his invention of the method of micro-analysis of organic substances""",1/1,181,Individual,Fritz Pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Male,Graz University,Graz,Austria,1930-12-13,Graz,Austria,https://upload.wikimedia.org/wikipedia/commons/1/1d/Fritz_Pregl.jpg,Fritz_Pregl.jpg
1923,Physics,The Nobel Prize in Physics 1923,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1/1,28,Individual,Robert Andrews Millikan,1868-03-22,"Morrison, IL",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1953-12-19,"San Marino, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Millikan.jpg/300px-Millikan.jpg,Millikan.jpg
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,"""for his discovery of the mechanism of the electrocardiogram""",1/1,315,Individual,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Male,Leiden University,Leiden,Netherlands,1927-09-29,Leiden,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Willem_Einthoven.jpg/300px-Willem_Einthoven.jpg,Willem_Einthoven.jpg
1925,Chemistry,The Nobel Prize in Chemistry 1925,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1/1,182,Individual,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire (Austria),Male,Goettingen University,Göttingen,Germany,1929-09-24,Göttingen,Germany,https://upload.wikimedia.org/wikipedia/en/9/9b/Richard_Adolf_Zsigmondy.jpg,Richard_Adolf_Zsigmondy.jpg
1925,Literature,The Nobel Prize in Literature 1925,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1/1,596,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,Male,NA,NA,NA,1950-11-02,Ayot St. Lawrence,United Kingdom,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Bernard-Shaw-ILN-1911-original.jpg/300px-Bernard-Shaw-ILN-1911-original.jpg,Bernard-Shaw-ILN-1911-original.jpg
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1/2,30,Individual,James Franck,1882-08-26,Hamburg,Germany,Male,Goettingen University,Göttingen,Germany,1964-05-21,Göttingen,West Germany (Germany),https://upload.wikimedia.org/wikipedia/commons/7/71/James_Franck_1925.jpg,James_Franck_1925.jpg
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1/2,31,Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Male,Halle University,Halle,Germany,1975-10-30,Berlin,East Germany,https://upload.wikimedia.org/wikipedia/commons/5/51/Gustav_Hertz.jpg,Gustav_Hertz.jpg
1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1/1,597,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Female,NA,NA,NA,1936-08-15,Rome,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Grazia_Deledda_1926.jpg/300px-Grazia_Deledda_1926.jpg,Grazia_Deledda_1926.jpg
1926,Peace,The Nobel Peace Prize 1926,NA,1/2,490,Individual,Aristide Briand,1862-03-28,Nantes,France,Male,NA,NA,NA,1932-03-07,Paris,France,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Aristide_Briand.png/300px-Aristide_Briand.png,Aristide_Briand.png
1926,Peace,The Nobel Peace Prize 1926,NA,1/2,491,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Male,NA,NA,NA,1929-10-03,Berlin,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Bundesarchiv_Bild_146-1989-040-27%2C_Gustav_Stresemann.jpg/300px-Bundesarchiv_Bild_146-1989-040-27%2C_Gustav_Stresemann.jpg,"Bundesarchiv_Bild_146-1989-040-27,_Gustav_Stresemann.jpg"
1926,Physics,The Nobel Prize in Physics 1926,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1/1,32,Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,Male,Sorbonne University,Paris,France,1942-04-17,"New York, NY",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Jean_Perrin_1926.jpg/300px-Jean_Perrin_1926.jpg,Jean_Perrin_1926.jpg
1927,Chemistry,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",1/1,184,Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Male,Munich University,Munich,Germany,1957-08-05,Munich,West Germany (Germany),https://upload.wikimedia.org/wikipedia/commons/0/07/Heinrich_Wieland.jpg,Heinrich_Wieland.jpg
1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1/1,600,Individual,Henri Bergson,1859-10-18,Paris,France,Male,NA,NA,NA,1941-01-04,Paris,France,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Henri_Bergson_02.jpg/300px-Henri_Bergson_02.jpg,Henri_Bergson_02.jpg
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1/1,317,Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,Male,Vienna University,Vienna,Austria,1940-09-27,Vienna,Austria,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Julius_Wagner-Jauregg_ohne_Unterschrift.jpg/300px-Julius_Wagner-Jauregg_ohne_Unterschrift.jpg,Julius_Wagner-Jauregg_ohne_Unterschrift.jpg
1927,Peace,The Nobel Peace Prize 1927,NA,1/2,492,Individual,Ferdinand Buisson,1841-12-20,Paris,France,Male,NA,NA,NA,1932-02-16,Thieuloy-Saint-Antoine,France,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/1930_Ferdinand_Buisson.jpg/300px-1930_Ferdinand_Buisson.jpg,1930_Ferdinand_Buisson.jpg
1927,Peace,The Nobel Peace Prize 1927,NA,1/2,493,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Male,NA,NA,NA,1941-03-04,Geneva,Switzerland,https://upload.wikimedia.org/wikipedia/commons/1/17/Ludwig_Quidde_nobel.jpg,Ludwig_Quidde_nobel.jpg
1927,Physics,The Nobel Prize in Physics 1927,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",1/2,34,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,1959-11-15,Carlops,Scotland,https://upload.wikimedia.org/wikipedia/commons/2/20/CTR_Wilson.jpg,CTR_Wilson.jpg
1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1/1,601,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Female,NA,NA,NA,1949-06-10,Lillehammer,Norway,https://upload.wikimedia.org/wikipedia/commons/1/14/Sigrid_Undset_1928.jpg,Sigrid_Undset_1928.jpg
1928,Physics,The Nobel Prize in Physics 1928,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1/1,35,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,Male,London University,London,United Kingdom,1959-02-15,Alton,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/3/3b/Owen_Richardson.jpg,Owen_Richardson.jpg
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1/2,186,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,Male,London University,London,United Kingdom,1940-06-17,Bourne,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/f/ff/ArthurHarden.jpg,ArthurHarden.jpg
1929,Literature,The Nobel Prize in Literature 1929,"""principally for his great novel, Buddenbrooks, which has won steadily increased recognition as one of the classic works of contemporary literature""",1/1,602,Individual,Thomas Mann,1875-06-06,Lübeck,Germany,Male,NA,NA,NA,1955-08-12,Zurich,Switzerland,https://upload.wikimedia.org/wikipedia/commons/9/95/Thomas_Mann_1929.jpg,Thomas_Mann_1929.jpg
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the antineuritic vitamin""",1/2,319,Individual,Christiaan Eijkman,1858-08-11,Nijkerk,Netherlands,Male,Utrecht University,Utrecht,Netherlands,1930-11-05,Utrecht,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Christiaan_Eijkman.jpg/300px-Christiaan_Eijkman.jpg,Christiaan_Eijkman.jpg
1930,Chemistry,The Nobel Prize in Chemistry 1930,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1/1,188,Individual,Hans Fischer,1881-07-27,Hoechst,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany,1945-03-31,Munich,Germany,https://upload.wikimedia.org/wikipedia/commons/1/15/Hans_Fischer_%28Nobel%29.jpg,Hans_Fischer_(Nobel).jpg
1930,Literature,The Nobel Prize in Literature 1930,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",1/1,603,Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",United States of America,Male,NA,NA,NA,1951-01-10,Rome,Italy,https://upload.wikimedia.org/wikipedia/commons/0/0a/Sinclair_Lewis_1930.jpg,Sinclair_Lewis_1930.jpg
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,"""for his discovery of human blood groups""",1/1,321,Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire (Austria),Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,1943-06-26,"New York, NY",United States of America,https://upload.wikimedia.org/wikipedia/commons/e/e0/Karl_Landsteiner_nobel.jpg,Karl_Landsteiner_nobel.jpg
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1/2,189,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Male,University of Heidelberg,Heidelberg,Germany,1940-04-26,Heidelberg,Germany,https://upload.wikimedia.org/wikipedia/commons/d/da/Carl_Bosch.jpg,Carl_Bosch.jpg
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1/2,190,Individual,Friedrich Bergius,1884-10-11,"Goldschmieden, near Breslau",Germany (Poland),Male,University of Heidelberg,Heidelberg,Germany,1949-03-30,Buenos Aires,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Friedrich_Bergius.jpg/300px-Friedrich_Bergius.jpg,Friedrich_Bergius.jpg
1931,Literature,The Nobel Prize in Literature 1931,"""The poetry of Erik Axel Karlfeldt""",1/1,604,Individual,Erik Axel Karlfeldt,1864-07-20,Karlbo,Sweden,Male,NA,NA,NA,1931-04-08,Stockholm,Sweden,https://upload.wikimedia.org/wikipedia/commons/e/e7/Erik_Axel_Karlfeldt_1931.jpg,Erik_Axel_Karlfeldt_1931.jpg
1931,Medicine,The Nobel Prize in Physiology or Medicine 1931,"""for his discovery of the nature and mode of action of the respiratory enzyme""",1/1,322,Individual,Otto Heinrich Warburg,1883-10-08,Freiburg im Breisgau,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,1970-08-01,West Berlin,West Germany (Germany),https://upload.wikimedia.org/wikipedia/commons/c/c1/Otto_Warburg.jpg,Otto_Warburg.jpg
1931,Peace,The Nobel Peace Prize 1931,NA,1/2,496,Individual,Jane Addams,1860-09-06,"Cedarville, IL",United States of America,Female,NA,NA,NA,1935-05-21,"Chicago, IL",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Jane_Addams_-_Bain_News_Service.jpg/300px-Jane_Addams_-_Bain_News_Service.jpg,Jane_Addams_-_Bain_News_Service.jpg
1931,Peace,The Nobel Peace Prize 1931,NA,1/2,497,Individual,Nicholas Murray Butler,1862-04-02,"Elizabeth, NJ",United States of America,Male,Columbia University,"New York, NY",United States of America,1947-12-07,"New York, NY",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Portrait_of_Nicholas_Murray_Butler.jpg/300px-Portrait_of_Nicholas_Murray_Butler.jpg,Portrait_of_Nicholas_Murray_Butler.jpg
1932,Chemistry,The Nobel Prize in Chemistry 1932,"""for his discoveries and investigations in surface chemistry""",1/1,191,Individual,Irving Langmuir,1881-01-31,"Brooklyn, NY",United States of America,Male,General Electric Company,"Schenectady, NY",United States of America,1957-08-16,"Falmouth, MA",United States of America,https://upload.wikimedia.org/wikipedia/commons/4/4e/Langmuir.jpg,Langmuir.jpg
1932,Literature,The Nobel Prize in Literature 1932,"""for his distinguished art of narration which takes its highest form in The Forsyte Saga""",1/1,605,Individual,John Galsworthy,1867-08-14,Kingston Hill,United Kingdom,Male,NA,NA,NA,1933-01-31,London,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/John_galsworthy.jpg/300px-John_galsworthy.jpg,John_galsworthy.jpg
1933,Medicine,The Nobel Prize in Physiology or Medicine 1933,"""for his discoveries concerning the role played by the chromosome in heredity""",1/1,325,Individual,Thomas Hunt Morgan,1866-09-25,"Lexington, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1945-12-04,"Pasadena, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Thomas_Hunt_Morgan.jpg/300px-Thomas_Hunt_Morgan.jpg,Thomas_Hunt_Morgan.jpg
1933,Physics,The Nobel Prize in Physics 1933,"""for the discovery of new productive forms of atomic theory""",1/2,39,Individual,Erwin Schrödinger,1887-08-12,Vienna,Austria,Male,Berlin University,Berlin,Germany,1961-01-04,Vienna,Austria,https://upload.wikimedia.org/wikipedia/commons/2/2e/Erwin_Schr%C3%B6dinger_%281933%29.jpg,Erwin_Schrödinger_(1933).jpg
1934,Literature,The Nobel Prize in Literature 1934,"""for his bold and ingenious revival of dramatic and scenic art""",1/1,607,Individual,Luigi Pirandello,1867-06-28,"Agrigento, Sicily",Italy,Male,NA,NA,NA,1936-12-10,Rome,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Luigi_Pirandello_1932.jpg/300px-Luigi_Pirandello_1932.jpg,Luigi_Pirandello_1932.jpg
1934,Peace,The Nobel Peace Prize 1934,NA,1/1,499,Individual,Arthur Henderson,1863-09-13,Glasgow,Scotland,Male,NA,NA,NA,1935-10-20,London,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/1910_Arthur_Henderson.jpg/300px-1910_Arthur_Henderson.jpg,1910_Arthur_Henderson.jpg
1935,Chemistry,The Nobel Prize in Chemistry 1935,"""in recognition of their synthesis of new radioactive elements""",1/2,194,Individual,Irène Joliot-Curie,1897-09-12,Paris,France,Female,Institut du Radium,Paris,France,1956-03-17,Paris,France,https://upload.wikimedia.org/wikipedia/commons/a/af/Ir%C3%A8ne_Joliot-Curie_Harcourt.jpg,Irène_Joliot-Curie_Harcourt.jpg
1935,Medicine,The Nobel Prize in Physiology or Medicine 1935,"""for his discovery of the organizer effect in embryonic development""",1/1,329,Individual,Hans Spemann,1869-06-27,Stuttgart,W&uuml;rttemberg (Germany),Male,University of Freiburg im Breisgau,Breisgau,Germany,1941-09-12,Freiburg im Breisgau,Germany,https://upload.wikimedia.org/wikipedia/commons/8/82/Hans_Spemann_nobel.jpg,Hans_Spemann_nobel.jpg
1935,Peace,The Nobel Peace Prize 1935,NA,1/1,500,Individual,Carl von Ossietzky,1889-10-03,Hamburg,Germany,Male,NA,NA,NA,1938-05-04,Berlin,Germany,https://upload.wikimedia.org/wikipedia/commons/5/5c/Carl_von_Ossietzky.jpg,Carl_von_Ossietzky.jpg
1935,Physics,The Nobel Prize in Physics 1935,"""for the discovery of the neutron""",1/1,41,Individual,James Chadwick,1891-10-20,Manchester,United Kingdom,Male,Liverpool University,Liverpool,United Kingdom,1974-07-24,Cambridge,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/James_Chadwick.jpg/300px-James_Chadwick.jpg,James_Chadwick.jpg
1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,"""for their discoveries relating to chemical transmission of nerve impulses""",1/2,331,Individual,Otto Loewi,1873-06-03,Frankfurt-on-the-Main,Germany,Male,Graz University,Graz,Austria,1961-12-25,"New York, NY",United States of America,https://upload.wikimedia.org/wikipedia/commons/9/99/Otto_Loewi_nobel.jpg,Otto_Loewi_nobel.jpg
1936,Peace,The Nobel Peace Prize 1936,NA,1/1,501,Individual,Carlos Saavedra Lamas,1878-11-01,Buenos Aires,Argentina,Male,NA,NA,NA,1959-05-05,Buenos Aires,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Carlos_Saavedra_Lamas.jpg/300px-Carlos_Saavedra_Lamas.jpg,Carlos_Saavedra_Lamas.jpg
1936,Physics,The Nobel Prize in Physics 1936,"""for his discovery of the positron""",1/2,43,Individual,Carl David Anderson,1905-09-03,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1991-01-11,"San Marino, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Carl_David_Anderson.jpg/300px-Carl_David_Anderson.jpg,Carl_David_Anderson.jpg
1937,Chemistry,The Nobel Prize in Chemistry 1937,"""for his investigations on carotenoids, flavins and vitamins A and B2""",1/2,197,Individual,Paul Karrer,1889-04-21,Moscow,Russia,Male,University of Zurich,Zurich,Switzerland,1971-06-18,Zurich,Switzerland,https://upload.wikimedia.org/wikipedia/commons/4/43/Paul_Karrer.jpg,Paul_Karrer.jpg
1937,Literature,The Nobel Prize in Literature 1937,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle Les Thibault""",1/1,609,Individual,Roger Martin du Gard,1881-03-23,Neuilly-sur-Seine,France,Male,NA,NA,NA,1958-08-22,Bellême,France,https://upload.wikimedia.org/wikipedia/commons/7/7d/Roger_Martin_du_Gard_1937.jpg,Roger_Martin_du_Gard_1937.jpg
1937,Physics,The Nobel Prize in Physics 1937,"""for their experimental discovery of the diffraction of electrons by crystals""",1/2,45,Individual,George Paget Thomson,1892-05-03,Cambridge,United Kingdom,Male,London University,London,United Kingdom,1975-09-10,Cambridge,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/c/c2/George_Paget_Thomson.jpg,George_Paget_Thomson.jpg
